traj_id,task,agent,model,reward,n_steps,placeholder_frac,max_msg_repeat_frac,no_tool_frac,exclude
crack-7z-hash__ZkPxuPN,crack-7z-hash,codex,gpt-5-mini@openai,1,37,0.297,0.027,0.108,False
fix-ocaml-gc__mHQrVeY,fix-ocaml-gc,gemini-cli,gemini-2.5-flash@gemini,1,12,0.583,0.5,0.167,True
fix-ocaml-gc__pLqJoyH,fix-ocaml-gc,claude-code,claude-haiku-4-5-20251001@anthropic,0,225,0.387,0.013,0.44,False
install-windows-3.11__MHZSM62,install-windows-3.11,terminus-3-3,gemini-3.1-pro-preview@Google,0,28,0.321,1.0,0.036,True
feal-linear-cryptanalysis__66H3ThA,feal-linear-cryptanalysis,judy,claude-opus-4.6@anthropic,1,31,0.032,0.053,0.258,False
break-filter-js-from-html__ZCxGN5B,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,36,0.056,0.333,0.083,False
crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,0.037,0.278,0.003,False
build-pov-ray__x7PWnQ2,build-pov-ray,openhands,claude-sonnet-4-5-20250929@anthropic,1,216,0.042,0.037,0.005,False
mailman__WAgnsAf,mailman,mini-swe-agent,grok-code-fast-1@xai,1,76,0.132,0.053,0.013,False
make-doom-for-mips__dg5qSgE,make-doom-for-mips,codex,gpt-5-mini@openai,0,90,0.256,0.011,0.067,False
extract-elf__vSPH7bj,extract-elf,terminus-3-3,gemini-3.1-pro-preview@Google,0,19,0.579,1.0,0.053,True
git-multibranch__8qtMb25,git-multibranch,terminus-2,openai/gpt-oss-20b@together_ai,0,4,0.0,0.333,0.5,True
cobol-modernization__mxEKLtK,cobol-modernization,terminus-2,deepseek-v3.2@deepseek,1,18,0.389,0.056,0.056,True
hf-model-inference__bzA5xXh,hf-model-inference,mini-swe-agent,openai/gpt-oss-120b@together_ai,0,22,0.045,0.045,0.045,True
mailman__MA3nJ85,mailman,terminus-2,gpt-5-nano@openai,0,31,0.935,0.032,0.032,True
db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,0.014,0.056,0.127,False
cobol-modernization__3gjpGVc,cobol-modernization,mini-swe-agent,gemini-2.5-pro@gemini,1,7,0.143,0.143,0.143,True
feal-differential-cryptanalysis__wuoyHjK,feal-differential-cryptanalysis,openhands,gpt-5-mini@openai,0,25,0.32,0.12,0.04,True
circuit-fibsqrt__Bqq9JvG,circuit-fibsqrt,terminus-2,claude-sonnet-4-5-20250929@anthropic,0,85,0.306,0.012,0.035,False
crack-7z-hash__wu6i3Hu,crack-7z-hash,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,47,0.234,0.021,0.021,False
feal-linear-cryptanalysis__at7XP97,feal-linear-cryptanalysis,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,50,0.64,0.02,0.02,True
gcode-to-text__7ywGSHX,gcode-to-text,openhands,claude-opus-4-5-20251101@anthropic,1,30,0.067,0.033,0.033,False
bn-fit-modify__UWjcVpa,bn-fit-modify,codex,gpt-5-nano@openai,0,15,0.0,0.067,0.4,True
fix-code-vulnerability__qDqry3d,fix-code-vulnerability,openhands,claude-haiku-4-5-20251001@anthropic,0,659,0.0,0.499,1.0,True
gcode-to-text__ZVwzd7i,gcode-to-text,openhands,gemini-2.5-pro@gemini,0,6,0.167,0.2,0.167,True
hf-model-inference__jTTUQBc,hf-model-inference,claude-code,claude-opus-4-5-20251101@anthropic,1,25,0.2,0.08,0.28,True
configure-git-webserver__VsoRHeK,configure-git-webserver,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,94,0.0,0.067,0.011,False
circuit-fibsqrt__sKi4Lt2,circuit-fibsqrt,gemini-cli,gemini-2.5-pro@gemini,0,5,0.0,0.2,0.4,True
code-from-image__AZbgmTv,code-from-image,claude-code,minimax-m2.1@minimax,0,51,0.196,0.039,0.431,False
extract-moves-from-video__Q7uRHDp,extract-moves-from-video,claude-code,claude-opus-4-1-20250805@anthropic,0,83,0.289,0.024,0.47,False
configure-git-webserver__wkrie2p,configure-git-webserver,codex,gpt-5@openai,1,17,0.118,0.059,0.235,True
llm-inference-batching-scheduler__jvc7hgz,llm-inference-batching-scheduler,mini-swe-agent,gpt-5-codex@openai,0,77,0.117,0.013,0.013,False
gpt2-codegolf__DDCbLEK,gpt2-codegolf,claude-code,claude-sonnet-4-5-20250929@anthropic,0,10,0.1,0.2,0.8,True
build-pov-ray__iQ5FQsX,build-pov-ray,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,185,0.703,0.049,0.005,True
constraints-scheduling__CjpCgfu,constraints-scheduling,claude-code,claude-opus-4-5-20251101@anthropic,1,13,0.308,0.154,0.615,True
distribution-search__43Nk53v,distribution-search,terminus-3-3,claude-opus-4-6@anthropic,1,12,0.583,1.0,0.083,True
cancel-async-tasks__F2uWLU8,cancel-async-tasks,openhands,gpt-5@openai,1,18,0.111,0.235,0.5,True
custom-memory-heap-crash__rkvXsLv,custom-memory-heap-crash,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,33,0.182,0.03,0.03,False
caffe-cifar-10__3zpR7of,caffe-cifar-10,claude-code,claude-sonnet-4-5-20250929@anthropic,1,99,0.434,0.02,0.364,False
build-pmars__4C2yaNx,build-pmars,codex,gpt-5-nano@openai,0,51,0.275,0.02,0.118,False
mailman__XkXa76S,mailman,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,1,79,0.43,0.014,0.089,False
extract-elf__VyZTC5s,extract-elf,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.176,0.333,0.176,True
custom-memory-heap-crash__dS87T2a,custom-memory-heap-crash,gemini-cli,gemini-2.5-pro@gemini,0,29,0.448,0.034,0.103,True
bn-fit-modify__odMjbTU,bn-fit-modify,terminus-3-3,claude-opus-4-6@anthropic,1,37,0.541,1.0,0.027,True
large-scale-text-editing__pKtziVt,large-scale-text-editing,codex,gpt-5-codex@openai,1,27,0.0,0.037,0.111,True
headless-terminal__ottdBVW,headless-terminal,gemini-cli,gemini-2.5-flash@gemini,1,7,0.143,0.5,0.286,True
make-doom-for-mips__qAhZm3C,make-doom-for-mips,claude-code,claude-opus-4-5-20251101@anthropic,0,182,0.396,0.011,0.341,False
caffe-cifar-10__KUNq7cL,caffe-cifar-10,terminus-3-3,claude-opus-4-6@anthropic,0,27,0.074,1.0,0.037,True
cancel-async-tasks__JYsdXyW,cancel-async-tasks,judy,claude-opus-4.6@anthropic,1,32,0.062,0.043,0.312,False
cobol-modernization__n2JUibz,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,35,0.143,0.333,0.086,False
break-filter-js-from-html__Vse5wh8,break-filter-js-from-html,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,156,0.013,0.115,0.006,False
cobol-modernization__BXAF9qH,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,174,0.126,0.047,0.006,False
mailman__Mj4Mma8,mailman,mini-swe-agent,grok-4-0709@xai,1,60,0.3,0.017,0.017,False
mailman__YMcCfdD,mailman,codex,gpt-5-mini@openai,0,95,0.168,0.011,0.053,False
configure-git-webserver__oRaWETe,configure-git-webserver,terminus-3-3,gemini-3.1-pro-preview@Google,0,11,0.364,1.0,0.091,True
adaptive-rejection-sampler__bT8UQ2n,adaptive-rejection-sampler,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,24,0.0,0.042,0.042,True
count-dataset-tokens__8qRDUbM,count-dataset-tokens,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,1,12,0.0,0.083,0.083,True
bn-fit-modify__dZZ3J6R,bn-fit-modify,mini-swe-agent,openai/gpt-oss-120b@together_ai,0,5,0.2,0.2,0.2,True
gpt2-codegolf__97VPKPH,gpt2-codegolf,terminus-2,claude-opus-4-5-20251101@anthropic,0,30,0.7,0.033,0.0,True
code-from-image__2aahMY2,code-from-image,openhands,gpt-5-nano@openai,0,108,0.065,0.093,0.065,False
custom-memory-heap-crash__CYyZBmZ,custom-memory-heap-crash,mini-swe-agent,gpt-5-codex@openai,1,15,0.267,0.067,0.067,True
cobol-modernization__QK2Xm4y,cobol-modernization,openhands,grok-4-0709@xai,0,27,0.037,0.077,0.037,True
feal-differential-cryptanalysis__J7gDjih,feal-differential-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,62,0.565,0.145,0.016,True
largest-eigenval__sSVHAb3,largest-eigenval,terminus-2,claude-sonnet-4-5-20250929@anthropic,1,26,0.192,0.038,0.038,True
db-wal-recovery__MtGtFwt,db-wal-recovery,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,52,0.135,0.019,0.019,False
constraints-scheduling__eaMgk3d,constraints-scheduling,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,38,0.0,0.27,0.026,False
db-wal-recovery__A8M3B5S,db-wal-recovery,codex,gpt-5-nano@openai,0,15,0.0,0.067,0.4,True
feal-linear-cryptanalysis__QJa4TBx,feal-linear-cryptanalysis,openhands,claude-haiku-4-5-20251001@anthropic,0,986,0.004,0.486,0.988,True
dna-insert__k6adnhj,dna-insert,openhands,gpt-5-nano@openai,0,22,0.136,0.15,0.136,True
git-leak-recovery__oRMbG3j,git-leak-recovery,claude-code,claude-sonnet-4-5-20250929@anthropic,1,33,0.121,0.061,0.364,False
headless-terminal__jL4JdXw,headless-terminal,openhands,gpt-5-nano@openai,1,105,0.067,0.2,0.39,False
filter-js-from-html__yd7whSP,filter-js-from-html,gemini-cli,gemini-2.5-pro@gemini,0,3,0.0,0.333,0.667,True
configure-git-webserver__tphg9Ty,configure-git-webserver,claude-code,claude-opus-4-6@anthropic,0,33,0.303,0.03,0.212,False
make-doom-for-mips__BVkczVq,make-doom-for-mips,claude-code,minimax-m2.1@minimax,0,81,0.642,0.025,0.111,True
fix-code-vulnerability__7zu9dFi,fix-code-vulnerability,codex,gpt-5@openai,1,19,0.421,0.053,0.211,True
crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,0.165,0.012,0.024,False
cancel-async-tasks__Kg65HCe,cancel-async-tasks,claude-code,claude-opus-4-5-20251101@anthropic,0,7,0.143,0.286,0.857,True
feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,0.0,0.005,0.005,False
count-dataset-tokens__qpStMvs,count-dataset-tokens,claude-code,claude-opus-4-5-20251101@anthropic,1,20,0.25,0.1,0.55,True
fix-code-vulnerability__nqDSdVj,fix-code-vulnerability,terminus-3-3,claude-opus-4-6@anthropic,1,20,0.7,1.0,0.05,True
code-from-image__6T4dLap,code-from-image,openhands,claude-sonnet-4-5-20250929@anthropic,1,20,0.0,0.105,0.05,True
large-scale-text-editing__maDz56M,large-scale-text-editing,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,58,0.034,0.017,0.017,False
llm-inference-batching-scheduler__sKj7EG6,llm-inference-batching-scheduler,claude-code,claude-opus-4-5-20251101@anthropic,1,97,0.392,0.021,0.351,False
fix-code-vulnerability__7SDwrdc,fix-code-vulnerability,codex,gpt-5-nano@openai,0,26,0.385,0.038,0.269,True
fix-code-vulnerability__3CsbSVG,fix-code-vulnerability,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,115,0.139,0.035,0.009,False
kv-store-grpc__qwBnQnY,kv-store-grpc,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.059,0.333,0.176,True
distribution-search__WzK6Fk3,distribution-search,gemini-cli,gemini-2.5-flash@gemini,0,27,0.37,0.2,0.111,True
largest-eigenval__z9kV2Yv,largest-eigenval,terminus-3-3,gemini-3.1-pro-preview@Google,1,31,0.387,1.0,0.032,True
build-cython-ext__3bEJAze,build-cython-ext,codex,gpt-5@openai,1,52,0.423,0.019,0.077,False
hf-model-inference__82X73qF,hf-model-inference,gemini-cli,gemini-2.5-pro@gemini,1,22,0.091,0.045,0.091,True
gpt2-codegolf__pRag4Y6,gpt2-codegolf,claude-code,claude-opus-4-5-20251101@anthropic,0,168,0.345,0.012,0.304,False
caffe-cifar-10__PFgidNE,caffe-cifar-10,terminus-3-3,claude-opus-4-6@anthropic,0,31,0.161,1.0,0.032,True
distribution-search__8RkmtVP,distribution-search,judy,claude-opus-4.6@anthropic,1,30,0.067,0.043,0.333,False
custom-memory-heap-crash__i6GzU5w,custom-memory-heap-crash,deepagent-harbor,gpt-5.2-codex@openai,1,52,0.327,0.333,0.058,False
compile-compcert__aLHzW4N,compile-compcert,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,356,0.067,0.02,0.003,False
break-filter-js-from-html__Ah9HJyZ,break-filter-js-from-html,openhands,claude-opus-4-1-20250805@anthropic,1,168,0.113,0.086,0.006,False
llm-inference-batching-scheduler__jifxSob,llm-inference-batching-scheduler,terminus-2,gemini-2.5-pro@gemini,0,10,0.8,0.1,0.1,True
headless-terminal__DSdmm3e,headless-terminal,terminus-2,gpt-5.1-codex@openai,1,6,0.333,0.167,0.0,True
log-summary-date-ranges__FRisy3a,log-summary-date-ranges,mini-swe-agent,gemini-2.5-pro@gemini,0,5,0.2,0.2,0.2,True
largest-eigenval__BhEpQ3v,largest-eigenval,terminus-2,minimax-m2.1@openai,0,27,0.519,0.037,0.037,True
financial-document-processor__ygK3UcB,financial-document-processor,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,146,0.0,0.108,0.007,False
fix-code-vulnerability__VdVQHHa,fix-code-vulnerability,mini-swe-agent,gpt-5@openai,1,4,0.25,0.25,0.25,True
chess-best-move__FYwHj4e,chess-best-move,openhands,grok-4-0709@xai,0,41,0.146,0.075,0.024,False
cobol-modernization__f478FR7,cobol-modernization,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,81,0.0,0.025,0.012,False
build-pov-ray__CkcRgrL,build-pov-ray,terminus-2,grok-4-0709@xai,1,48,0.75,0.021,0.021,True
build-cython-ext__K4fTZPh,build-cython-ext,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,32,0.375,0.031,0.031,False
kv-store-grpc__5s6UhXZ,kv-store-grpc,openhands,gpt-5@openai,1,36,0.028,0.147,0.083,False
log-summary-date-ranges__agMn6BK,log-summary-date-ranges,codex,gpt-5-nano@openai,0,8,0.0,0.125,0.625,True
build-pov-ray__SDjtEmU,build-pov-ray,openhands,claude-haiku-4-5-20251001@anthropic,0,1001,0.0,0.5,1.0,True
gcode-to-text__KqVomyM,gcode-to-text,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,21,0.0,0.05,0.095,True
break-filter-js-from-html__yceYmpX,break-filter-js-from-html,claude-code,claude-opus-4-5-20251101@anthropic,1,47,0.043,0.043,0.426,False
fix-git__KDwh7FT,fix-git,openhands,gpt-5-nano@openai,1,96,0.052,0.135,0.292,False
gcode-to-text__tCjKLFt,gcode-to-text,gemini-cli,gemini-2.5-pro@gemini,0,6,0.167,0.5,0.333,True
adaptive-rejection-sampler__2ZVJDrp,adaptive-rejection-sampler,claude-code,claude-opus-4-6@anthropic,0,45,0.4,0.022,0.444,False
install-windows-3.11__c36UvAU,install-windows-3.11,claude-code,claude-opus-4-6@anthropic,0,88,0.205,0.011,0.307,False
large-scale-text-editing__xN4aVfL,large-scale-text-editing,codex,gpt-5-codex@openai,1,9,0.0,0.111,0.333,True
extract-moves-from-video__ekJxEZo,extract-moves-from-video,mini-swe-agent,gemini-2.5-flash@gemini,0,65,0.262,0.015,0.062,False
feal-linear-cryptanalysis__ujQM3Dz,feal-linear-cryptanalysis,claude-code,claude-opus-4-6@anthropic,0,18,0.333,0.167,0.611,True
extract-moves-from-video__7cQMeEf,extract-moves-from-video,terminus-2,openai/gpt-oss-20b@together_ai,0,201,0.005,0.041,0.841,False
log-summary-date-ranges__2cYyyVz,log-summary-date-ranges,claude-code,claude-sonnet-4-5-20250929@anthropic,1,21,0.333,0.095,0.571,True
cobol-modernization__FRcTbwS,cobol-modernization,terminus-3-3,gemini-3.1-pro-preview@Google,1,17,0.824,1.0,0.059,True
constraints-scheduling__R7Q6B2m,constraints-scheduling,openhands,gemini-2.5-pro@gemini,1,13,0.231,0.083,0.154,True
build-pov-ray__b4fYhnf,build-pov-ray,mini-swe-agent,grok-4-0709@xai,1,26,0.615,0.038,0.038,True
compile-compcert__8E5AWZL,compile-compcert,claude-code,claude-sonnet-4-5-20250929@anthropic,1,90,0.256,0.022,0.467,False
dna-assembly__uwH3YSQ,dna-assembly,codex,gpt-5-mini@openai,0,45,0.2,0.022,0.089,False
mailman__FjH9vjQ,mailman,terminus-2,claude-haiku-4-5-20251001@anthropic,1,85,0.647,0.012,0.012,True
constraints-scheduling__f4x6wxm,constraints-scheduling,deepagent-harbor,gpt-5.2-codex@openai,1,8,0.0,0.333,0.375,True
mailman__nZxSohf,mailman,gemini-cli,gemini-2.5-pro@gemini,0,30,0.133,0.033,0.033,False
fix-ocaml-gc__u556Hyc,fix-ocaml-gc,terminus-3-3,gemini-3.1-pro-preview@Google,1,55,0.655,1.0,0.018,True
crack-7z-hash__VrDpVyZ,crack-7z-hash,codex,gpt-5-codex@openai,1,31,0.129,0.032,0.097,False
code-from-image__auJBwry,code-from-image,gemini-cli,gemini-2.5-pro@gemini,1,7,0.0,0.25,0.429,True
make-doom-for-mips__JvSDE9m,make-doom-for-mips,claude-code,claude-opus-4-5-20251101@anthropic,0,175,0.451,0.011,0.349,False
install-windows-3.11__Xr43amh,install-windows-3.11,terminus-3-3,gemini-3.1-pro-preview@Google,0,42,0.286,1.0,0.024,True
fix-code-vulnerability__dTt7TLV,fix-code-vulnerability,judy,claude-opus-4.6@anthropic,1,43,0.14,0.048,0.186,False
financial-document-processor__4Lghq8Y,financial-document-processor,deepagent-harbor,gpt-5.2-codex@openai,1,48,0.146,0.333,0.062,False
compile-compcert__GXVmSQD,compile-compcert,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,308,0.107,0.003,0.003,False
cobol-modernization__9ApUXk3,cobol-modernization,openhands,claude-haiku-4-5-20251001@anthropic,1,315,0.076,0.28,0.689,False
install-windows-3.11__ZBYpboW,install-windows-3.11,terminus-2,gemini-2.5-pro@gemini,0,13,0.308,0.077,0.077,True
circuit-fibsqrt__duv925Y,circuit-fibsqrt,terminus-2,gpt-5.2@openai,1,7,0.429,0.143,0.143,True
constraints-scheduling__ZVoVeza,constraints-scheduling,mini-swe-agent,openai/gpt-oss-20b@together_ai,0,4,0.0,0.25,0.5,True
llm-inference-batching-scheduler__Lni6j3K,llm-inference-batching-scheduler,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,34,0.0,0.029,0.029,False
extract-moves-from-video__Mz3hthP,extract-moves-from-video,openhands,grok-4-0709@xai,0,87,0.172,0.069,0.046,False
llm-inference-batching-scheduler__2gdxFF5,llm-inference-batching-scheduler,mini-swe-agent,gpt-5-codex@openai,1,18,0.111,0.056,0.056,True
feal-differential-cryptanalysis__jk2ZK25,feal-differential-cryptanalysis,openhands,gpt-5-mini@openai,0,25,0.12,0.217,0.04,True
install-windows-3.11__S59DCLX,install-windows-3.11,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,63,0.0,0.016,0.016,False
largest-eigenval__zXuC4x3,largest-eigenval,terminus-2,glm-5@z-ai,1,28,0.536,0.036,0.036,True
code-from-image__xG2wzuY,code-from-image,mini-swe-agent,gemini-2.5-pro@gemini,0,34,0.059,0.029,0.029,False
cobol-modernization__CFYK6Yc,cobol-modernization,openhands,claude-opus-4-5-20251101@anthropic,1,48,0.125,0.062,0.021,False
configure-git-webserver__Hkz5LFm,configure-git-webserver,codex,gpt-5@openai,0,9,0.0,0.111,0.556,True
large-scale-text-editing__KdK777C,large-scale-text-editing,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,497,0.0,0.181,0.002,False
gcode-to-text__NQwaf7D,gcode-to-text,openhands,grok-4-0709@xai,0,18,0.056,0.056,0.056,True
compile-compcert__6tm6hV5,compile-compcert,claude-code,minimax-m2.1@minimax,1,40,0.375,0.05,0.15,False
cobol-modernization__D37VA7b,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,126,0.056,0.024,0.008,False
filter-js-from-html__FrWmR6c,filter-js-from-html,gemini-cli,gemini-2.5-flash@gemini,0,7,0.143,0.5,0.286,True
gcode-to-text__LVhKTzE,gcode-to-text,claude-code,claude-opus-4-5-20251101@anthropic,0,56,0.357,0.036,0.536,False
mailman__nMzF7b8,mailman,claude-code,minimax-m2.1@minimax,0,115,0.374,0.017,0.087,False
constraints-scheduling__jFqnpUM,constraints-scheduling,codex,gpt-5@openai,1,8,0.125,0.125,0.5,True
mailman__cC4xXg9,mailman,mini-swe-agent,gemini-2.5-pro@gemini,0,96,0.219,0.01,0.01,False
gpt2-codegolf__CuDpbQB,gpt2-codegolf,claude-code,claude-opus-4-1-20250805@anthropic,0,23,0.348,0.087,0.522,True
fix-ocaml-gc__auqc8tQ,fix-ocaml-gc,terminus-2,gemini-2.5-flash@gemini,0,201,0.209,0.005,0.706,False
custom-memory-heap-crash__QwuNVKv,custom-memory-heap-crash,claude-code,minimax-m2.1@minimax,1,24,0.333,0.083,0.375,True
dna-insert__ydFBMBB,dna-insert,terminus-3-3,gemini-3.1-pro-preview@Google,1,13,0.538,1.0,0.077,True
feal-differential-cryptanalysis__vpLUXmN,feal-differential-cryptanalysis,openhands,grok-4-0709@xai,1,23,0.087,0.263,0.043,True
build-pov-ray__nfb79Ti,build-pov-ray,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,42,0.214,0.024,0.024,False
fix-ocaml-gc__yoU3Mrz,fix-ocaml-gc,claude-code,claude-sonnet-4-5-20250929@anthropic,1,61,0.328,0.033,0.344,False
fix-ocaml-gc__sMyzdZN,fix-ocaml-gc,codex,gpt-5-nano@openai,0,31,0.516,0.032,0.194,True
build-pov-ray__q6fhQ3t,build-pov-ray,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,60,0.0,0.017,0.017,False
crack-7z-hash__pA3f64A,crack-7z-hash,deepagent-harbor,gpt-5.2-codex@openai,1,19,0.158,0.5,0.105,True
fix-ocaml-gc__SHHWdJu,fix-ocaml-gc,gemini-cli,gemini-2.5-flash@gemini,0,25,0.44,0.5,0.04,True
custom-memory-heap-crash__v34pafU,custom-memory-heap-crash,terminus-3-3,claude-opus-4-6@anthropic,1,26,0.615,1.0,0.038,True
build-pov-ray__dD8YMjB,build-pov-ray,codex,gpt-5@openai,1,29,0.414,0.034,0.138,True
fix-git__URBfD57,fix-git,gemini-cli,gemini-2.5-flash@gemini,1,11,0.091,0.125,0.182,True
compile-compcert__568akVa,compile-compcert,claude-code,claude-opus-4-1-20250805@anthropic,0,158,0.228,0.013,0.43,False
db-wal-recovery__62cGWRV,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,35,0.229,1.0,0.029,True
db-wal-recovery__tQJsCmY,db-wal-recovery,judy,claude-opus-4.6@anthropic,1,36,0.0,0.033,0.333,False
configure-git-webserver__Mx4ueen,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,1,30,0.1,0.333,0.1,False
fix-code-vulnerability__5mdcuct,fix-code-vulnerability,mini-swe-agent,gemini-2.5-flash@gemini,0,351,0.031,0.12,0.003,False
build-pov-ray__d7jaJrG,build-pov-ray,openhands,gemini-2.5-flash@gemini,1,165,0.079,0.259,0.291,False
build-pmars__JZQdKHM,build-pmars,terminus-2,openai/gpt-oss-20b@together_ai,0,3,0.333,0.333,0.333,True
headless-terminal__aVecZjY,headless-terminal,terminus-2,gemini-2.5-pro@gemini,1,7,0.286,0.143,0.143,True
fix-code-vulnerability__aeihuJh,fix-code-vulnerability,mini-swe-agent,grok-code-fast-1@xai,0,15,0.4,0.067,0.067,True
db-wal-recovery__u9Cvi5v,db-wal-recovery,terminus-2,claude-haiku-4-5-20251001@anthropic,0,36,0.194,0.028,0.139,False
build-pov-ray__PtvhQ3V,build-pov-ray,openhands,gpt-5@openai,0,96,0.167,0.188,0.052,False
fix-git__GXLzrnY,fix-git,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,12,0.083,0.083,0.083,True
compile-compcert__BJKfnit,compile-compcert,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,42,0.0,0.095,0.024,False
llm-inference-batching-scheduler__VCC7jJm,llm-inference-batching-scheduler,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,96,0.0,0.01,0.01,False
fix-git__ZYTVWBS,fix-git,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,26,0.231,0.038,0.038,True
build-cython-ext__gonrPYk,build-cython-ext,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,34,0.353,0.029,0.029,False
hf-model-inference__scwGpd7,hf-model-inference,openhands,grok-4-0709@xai,1,38,0.105,0.056,0.026,False
extract-moves-from-video__fm9rQAi,extract-moves-from-video,codex,gpt-5-mini@openai,0,16,0.188,0.062,0.25,True
feal-differential-cryptanalysis__QLwZEgx,feal-differential-cryptanalysis,openhands,claude-haiku-4-5-20251001@anthropic,0,1001,0.0,0.5,1.0,True
gcode-to-text__BhYUo8k,gcode-to-text,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,22,0.0,0.048,0.045,True
git-leak-recovery__xmwX5Fj,git-leak-recovery,claude-code,claude-haiku-4-5-20251001@anthropic,1,41,0.122,0.049,0.561,False
custom-memory-heap-crash__RLb3RVr,custom-memory-heap-crash,openhands,claude-sonnet-4-5-20250929@anthropic,1,60,0.167,0.051,0.017,False
fix-code-vulnerability__LL7oqNp,fix-code-vulnerability,gemini-cli,gemini-2.5-flash@gemini,0,12,0.5,0.111,0.167,True
count-dataset-tokens__hS5CTVH,count-dataset-tokens,claude-code,minimax-m2.1@minimax,0,27,0.444,0.074,0.296,True
install-windows-3.11__EvgJazr,install-windows-3.11,claude-code,claude-opus-4-6@anthropic,0,62,0.274,0.016,0.306,False
extract-elf__pbcMFiY,extract-elf,codex,gpt-5@openai,1,11,0.0,0.091,0.455,True
crack-7z-hash__4zasGYh,crack-7z-hash,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,114,0.079,0.009,0.009,False
feal-linear-cryptanalysis__2X2vvLW,feal-linear-cryptanalysis,claude-code,claude-opus-4-6@anthropic,0,24,0.375,0.083,0.417,True
crack-7z-hash__NyKpQ3g,crack-7z-hash,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,153,0.078,0.013,0.007,False
kv-store-grpc__f4kXMDr,kv-store-grpc,claude-code,claude-opus-4-6@anthropic,1,18,0.389,0.056,0.222,True
headless-terminal__cdeRxBG,headless-terminal,terminus-3-3,gemini-3.1-pro-preview@Google,1,11,0.364,1.0,0.091,True
bn-fit-modify__DzRC99y,bn-fit-modify,openhands,gpt-5-nano@openai,1,22,0.045,0.182,0.227,True
fix-code-vulnerability__g2E6aLe,fix-code-vulnerability,mini-swe-agent,gemini-2.5-pro@gemini,1,25,0.32,0.04,0.04,True
cobol-modernization__5k38LWk,cobol-modernization,claude-code,claude-haiku-4-5-20251001@anthropic,1,137,0.095,0.015,0.482,False
fix-ocaml-gc__TkNe3D7,fix-ocaml-gc,codex,gpt-5-nano@openai,0,35,0.571,0.029,0.143,True
fix-ocaml-gc__nvM7LTD,fix-ocaml-gc,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,105,0.533,0.01,0.01,True
